Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,05-Oct,89,91,90
male,group D,some college,free/reduced,none,married,regularly,no,2,private,05-Oct,79,62,65
male,group E,associate's degree,standard,none,divorced,regularly,yes,1,private,> 10,56,46,41
male,group C,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,05-Oct,63,69,69
female,group B,associate's degree,free/reduced,none,single,sometimes,no,2,school_bus,< 5,51,68,68
male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,> 10,75,66,63
female,group C,some college,standard,none,single,regularly,yes,3,school_bus,> 10,66,76,77
male,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,< 5,95,89,92
male,group B,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,46,42,44
female,group E,bachelor's degree,free/reduced,completed,single,never,no,4,private,05-Oct,89,98,97
male,group B,high school,free/reduced,none,married,regularly,yes,6,private,< 5,62,47,47
male,group A,bachelor's degree,standard,none,married,never,yes,1,school_bus,05-Oct,88,94,89
male,group A,some college,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,61,51,52
female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,78,89,87
female,group B,some college,free/reduced,completed,single,sometimes,no,1,school_bus,> 10,49,56,59
female,group D,master's degree,standard,none,married,regularly,no,3,school_bus,< 5,52,60,68
female,group D,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,78,95,94
female,group E,some high school,standard,none,divorced,never,yes,3,school_bus,05-Oct,74,77,78
female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1,school_bus,05-Oct,63,73,78
female,group A,high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,55,73,73
female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,43,62,62
male,group C,some college,free/reduced,none,widowed,sometimes,no,3,private,< 5,56,56,52
female,group C,bachelor's degree,standard,completed,married,regularly,no,2,private,05-Oct,94,100,100
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,57,80,73
male,group B,high school,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,30,24,15
female,group D,high school,standard,none,married,sometimes,yes,4,school_bus,> 10,71,78,74
female,group D,some high school,standard,none,single,sometimes,no,1,school_bus,05-Oct,65,82,81
female,group C,high school,standard,none,divorced,sometimes,no,1,school_bus,05-Oct,29,29,30
female,group E,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,76,78,80
male,group D,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,60,57,51
male,group C,some high school,standard,none,divorced,sometimes,yes,3,private,< 5,72,70,60
female,group C,master's degree,free/reduced,none,married,sometimes,yes,1,private,05-Oct,40,59,55
female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,57,62,65
male,group D,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,05-Oct,69,60,63
female,group C,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,56,58,64
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,private,< 5,91,88,89
female,group A,associate's degree,standard,none,married,sometimes,no,4,school_bus,05-Oct,82,93,93
female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,60,68,72
male,group D,master's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,95,82,86
female,group C,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,36,61,55
male,group C,high school,free/reduced,completed,married,sometimes,yes,2,private,> 10,59,51,53
male,group A,some college,standard,completed,divorced,never,yes,4,private,05-Oct,97,94,83
male,group B,associate's degree,free/reduced,completed,divorced,never,yes,1,school_bus,05-Oct,66,68,61
male,group D,some college,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,50,57,47
female,group C,some high school,standard,completed,married,regularly,yes,0,school_bus,05-Oct,45,51,56
male,group D,some college,standard,none,single,never,yes,1,private,05-Oct,64,63,68
male,group B,high school,standard,none,widowed,regularly,yes,2,private,05-Oct,81,60,66
female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,67,75,82
female,group C,high school,standard,none,married,sometimes,no,5,school_bus,05-Oct,75,88,85
male,group A,high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,71,74,64
male,group D,high school,standard,none,single,sometimes,no,3,school_bus,> 10,42,52,52
female,group B,some high school,free/reduced,none,married,never,yes,2,private,< 5,67,78,75
male,group B,high school,standard,none,single,sometimes,yes,1,school_bus,< 5,67,64,58
female,group B,bachelor's degree,standard,completed,married,never,yes,1,school_bus,05-Oct,63,79,78
female,group A,high school,standard,completed,married,regularly,yes,7,private,05-Oct,70,81,77
female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,< 5,82,84,96
female,group A,associate's degree,standard,completed,single,sometimes,no,2,school_bus,05-Oct,65,70,74
female,group B,some high school,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,73,79,79
male,group C,associate's degree,free/reduced,none,married,sometimes,no,5,school_bus,> 10,79,68,65
male,group D,some high school,standard,none,married,sometimes,no,1,school_bus,> 10,71,66,62
male,group D,associate's degree,standard,none,divorced,sometimes,yes,4,private,05-Oct,90,87,85
female,group D,some college,free/reduced,none,divorced,regularly,yes,2,private,< 5,54,70,69
female,group C,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,05-Oct,63,73,71
female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4,school_bus,< 5,74,83,85
male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,05-Oct,81,72,77
female,group C,high school,free/reduced,none,married,never,no,2,school_bus,< 5,62,73,64
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,50,56,49
female,group C,some college,standard,none,married,regularly,yes,1,private,05-Oct,71,79,77
female,group D,high school,standard,completed,divorced,regularly,yes,2,private,05-Oct,71,78,79
female,group D,high school,standard,none,divorced,regularly,yes,6,school_bus,< 5,66,71,74
male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,63,55,55
female,group E,master's degree,standard,completed,single,sometimes,yes,2,school_bus,> 10,97,100,100
male,group E,some college,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,85,75,68
male,group A,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,05-Oct,53,58,44
male,group E,some college,free/reduced,none,married,sometimes,yes,3,private,05-Oct,93,90,83
female,group C,associate's degree,standard,none,married,never,yes,5,school_bus,05-Oct,47,52,51
female,group E,associate's degree,free/reduced,none,married,sometimes,no,1,private,< 5,70,74,76
female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,05-Oct,79,78,74
female,group C,some high school,standard,none,single,sometimes,yes,1,school_bus,05-Oct,49,63,56
female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,57,78,79
male,group C,high school,free/reduced,none,divorced,never,yes,3,private,05-Oct,64,65,57
female,group E,bachelor's degree,standard,completed,single,regularly,yes,4,school_bus,05-Oct,81,82,84
female,group B,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,57,62,62
male,group D,high school,standard,none,married,regularly,yes,2,private,05-Oct,47,34,36
male,group D,high school,standard,none,married,never,yes,2,school_bus,< 5,83,84,75
female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0,school_bus,05-Oct,42,61,58
female,group E,some high school,standard,completed,divorced,sometimes,yes,2,school_bus,05-Oct,80,85,85
female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,05-Oct,98,100,99
male,group D,master's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,79,81,84
female,group B,some high school,standard,completed,married,regularly,no,1,school_bus,> 10,63,72,77
female,group B,associate's degree,free/reduced,completed,married,regularly,yes,0,private,< 5,75,93,87
female,group C,associate's degree,standard,completed,single,sometimes,yes,4,private,05-Oct,96,96,99
female,group C,some college,free/reduced,none,married,regularly,no,2,private,05-Oct,63,73,71
male,group D,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,56,59,60
male,group C,high school,standard,none,married,regularly,no,2,school_bus,05-Oct,51,48,43
male,group B,some college,standard,none,divorced,sometimes,yes,4,school_bus,> 10,48,43,41
male,group E,some high school,standard,completed,married,regularly,yes,0,school_bus,05-Oct,70,51,58
female,group D,high school,free/reduced,none,single,sometimes,yes,1,private,< 5,70,90,82
male,group C,some college,standard,none,single,regularly,no,3,private,< 5,52,38,37
female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,5,private,< 5,65,75,78
female,group C,some college,standard,completed,married,never,yes,2,private,> 10,86,88,93
female,group E,some college,free/reduced,none,married,never,yes,1,school_bus,> 10,52,57,56
male,group C,high school,free/reduced,none,married,regularly,yes,0,private,05-Oct,62,60,56
female,group C,high school,standard,none,married,sometimes,yes,4,private,05-Oct,81,84,82
female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,59,73,72
male,group B,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,56,55,48
male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,69,64,68
male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,87,84,86
female,group C,some high school,standard,completed,married,sometimes,no,1,private,05-Oct,77,90,85
male,group C,associate's degree,free/reduced,none,single,regularly,yes,4,school_bus,05-Oct,59,55,54
female,group E,associate's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,86,96,93
male,group D,some college,standard,none,married,sometimes,no,2,private,> 10,56,58,53
female,group D,some college,free/reduced,completed,married,regularly,yes,5,private,05-Oct,53,59,66
female,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,53,72,64
male,group D,some high school,standard,completed,single,never,no,4,school_bus,05-Oct,75,79,83
female,group B,high school,standard,none,divorced,never,yes,2,private,05-Oct,60,61,61
male,group D,some college,standard,none,married,sometimes,yes,0,school_bus,05-Oct,60,63,59
female,group B,high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,74,72,72
male,group B,high school,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,76,62,60
female,group D,some high school,standard,none,married,never,yes,1,private,> 10,67,70,74
male,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,> 10,79,75,77
female,group B,some high school,free/reduced,completed,married,never,yes,0,school_bus,< 5,48,65,68
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,62,78,79
female,group B,some high school,free/reduced,none,married,regularly,yes,4,private,< 5,48,57,55
female,group C,some college,free/reduced,none,single,regularly,no,4,private,05-Oct,36,44,44
male,group E,associate's degree,standard,completed,widowed,regularly,no,1,school_bus,05-Oct,96,86,84
female,group B,master's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,75,90,84
female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,52,59,62
male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,< 5,88,79,77
female,group B,some high school,standard,completed,married,sometimes,no,2,private,05-Oct,32,51,44
female,group E,some high school,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,74,80,78
female,group B,some college,standard,none,single,regularly,no,4,private,< 5,18,37,32
female,group C,master's degree,free/reduced,none,married,sometimes,yes,3,private,05-Oct,52,65,61
male,group D,high school,free/reduced,none,married,regularly,yes,0,school_bus,< 5,65,73,69
male,group E,some high school,standard,completed,married,never,no,1,private,< 5,83,81,73
female,group B,high school,standard,none,widowed,regularly,yes,1,school_bus,05-Oct,43,52,52
female,group E,associate's degree,free/reduced,completed,divorced,regularly,no,3,private,05-Oct,58,69,74
male,group D,high school,standard,none,divorced,sometimes,yes,0,private,05-Oct,70,70,70
female,group E,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,70,84,81
female,group B,some college,standard,none,married,regularly,yes,1,school_bus,05-Oct,84,86,89
female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,62,72,73
male,group C,high school,standard,none,married,sometimes,yes,5,private,05-Oct,90,75,69
